id,room_id,user_id,message,timestamp
332,618,549,"I want that Mulan McNugget sauce, Morty!",1601542487901
333,688,859,Yo! What up my glip glops!,1601542487902
334,659,149,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542487902
335,359,338,"Aw, c'mon Rick. That doesn't seem so bad.",1601542487903
336,276,200,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487904
337,766,619,I'm more than just a hammer.,1601542487904
338,2,252,WUBBA LUBBA DUB DUBS!!!,1601542487905
339,956,625,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487906
340,723,737,HI! I'M MR MEESEEKS! LOOK AT ME!,1601542487906
341,419,636,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542487907
342,191,814,Weddings are basically funerals with cake.,1601542487908
343,338,29,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487909
344,812,689,Having a family doesn't mean that you stop being an individual.,1601542487909
345,57,179,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542487910
346,208,918,"Great, now I have to take over an entire planet because of your stupid boobs.",1601542487910
347,569,178,I like what you got.,1601542487911
348,85,140,Yo! What up my glip glops!,1601542487912
349,778,237,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487912
350,201,475,"Aww, gee, you got me there Rick.",1601542487913
351,273,407,I like what you got.,1601542487913
352,850,879,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487914
353,977,320,Having a family doesn't mean that you stop being an individual.,1601542487914
354,658,477,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542487915
355,399,370,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487916
356,796,823,I don't get it and I don't need to.,1601542487916
357,466,609,Yo! What up my glip glops!,1601542487917
358,236,485,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542487917
359,353,462,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542487918
360,534,810,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1601542487918
361,701,814,"I want that Mulan McNugget sauce, Morty!",1601542487919
362,421,550,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542487920
363,259,713,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487920
364,470,482,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487921
365,735,498,"I want that Mulan McNugget sauce, Morty!",1601542487921
366,161,573,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white.",1601542487922
367,887,645,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white.",1601542487923
368,1,413,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542487923
369,444,423,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487924
370,403,738,Yo! What up my glip glops!,1601542487925
371,208,809,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487925
372,813,629,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487926
373,29,585,"Oh Summer, haha first race war, huh?",1601542487927
374,531,715,"Aww, gee, you got me there Rick.",1601542487930
375,853,157,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542487931
376,499,91,"Go home and drink, grandpa.",1601542487932
377,968,884,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487933
378,470,768,That just sounds like slavery with extra steps.,1601542487933
379,307,425,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542487934
380,322,872,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542487935
381,547,985,This sounds like something The One True Morty might say.,1601542487936
382,809,428,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542487937
383,128,776,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542487938
384,297,54,"Oh Summer, haha first race war, huh?",1601542487939
385,776,241,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542487940
386,56,247,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542487941
387,407,424,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542487942
388,17,143,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542487943
389,732,160,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542487944
390,310,377,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542487945
391,72,110,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487945
392,934,675,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542487946
393,867,896,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542487947
394,797,277,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542487948
395,281,869,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487949
396,346,15,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487950
397,208,178,Having a family doesn't mean that you stop being an individual.,1601542487951
398,971,967,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542487952
399,106,895,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487953
400,567,941,I don't get it and I don't need to.,1601542487954
401,938,144,WUBBA LUBBA DUB DUBS!!!,1601542487955
402,814,390,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542487956
403,872,654,I don't get it and I don't need to.,1601542487957
404,661,49,Don’t even trip dawg.,1601542487958
405,892,96,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487959
406,466,676,I like what you got.,1601542487960
407,316,510,Don’t even trip dawg.,1601542487961
408,300,341,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542487962
409,791,942,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542487963
410,310,415,Weddings are basically funerals with cake.,1601542487963
411,17,249,Yo! What up my glip glops!,1601542487964
412,742,695,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542487965
413,449,88,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487966
414,617,359,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1601542487967
415,39,742,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542487968
416,274,285,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487969
417,597,267,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542487970
418,311,237,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542487971
419,901,106,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542487972
420,879,155,"Go home and drink, grandpa.",1601542487973
421,86,301,HI! I'M MR MEESEEKS! LOOK AT ME!,1601542487973
422,973,28,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542487974
423,626,288,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542487976
424,206,424,"Aw, c'mon Rick. That doesn't seem so bad.",1601542487976
425,717,752,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542487977
426,897,108,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542487978
427,154,175,"Go home and drink, grandpa.",1601542487979
428,169,220,"I want that Mulan McNugget sauce, Morty!",1601542487980
429,306,496,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542487981
430,337,560,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542487982
431,923,10,HI! I'M MR MEESEEKS! LOOK AT ME!,1601542487983
432,978,383,"Let me out, what you see is not the same person as me. My life's a lie. I'm not who you're looking. Let me out. Set me free. I'm really old. This isn't me. My real body is slowly dieing in a vat. Is anybody listening? Can anyone understand? Stop looking at me like that and actually help me. Help me. Help me I'm gunna die.",1601542487984
433,716,955,"This isn't Game of Thrones, Morty.",1601542487985
434,409,574,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542487986
435,880,272,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542487987
436,203,351,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542487988
437,528,508,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542487989
438,418,219,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542487990
439,117,8,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542487991
440,309,926,"Aw, c'mon Rick. That doesn't seem so bad.",1601542487992
441,200,930,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487993
442,406,886,"Hello Jerry, come to rub my face in urine again?",1601542487994
443,277,463,I'm more than just a hammer.,1601542487994
444,567,429,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1601542487995
445,788,280,"Go home and drink, grandpa.",1601542487996
446,775,758,"You're our boy dog, don't even trip.",1601542487997
447,833,503,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1601542487998
448,660,906,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542487999
449,756,949,Having a family doesn't mean that you stop being an individual.,1601542488000
450,700,588,Having a family doesn't mean that you stop being an individual.,1601542488001
451,306,920,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542488002
452,125,798,Yo! What up my glip glops!,1601542488003
453,691,135,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542488004
454,457,90,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542488005
455,83,507,Pluto's a planet.,1601542488006
456,236,175,"You're our boy dog, don't even trip.",1601542488007
457,529,940,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1601542488008
458,49,90,"Little tip, Morty. Never clean DNA vials with your spit.",1601542488009
459,513,500,That just sounds like slavery with extra steps.,1601542488010
460,751,939,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542488011
461,570,740,"Ohh yea, you gotta get schwifty.",1601542488011
462,3,366,I don't get it and I don't need to.,1601542488012
463,620,342,"You're like Hitler, except...Hitler cared about Germany, or something.",1601542488013
464,861,327,"Oh Summer, haha first race war, huh?",1601542488014
465,405,766,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542488015
466,114,389,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542488016
467,774,617,"You're our boy dog, don't even trip.",1601542488017
468,619,740,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542488018
469,734,511,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542488019
470,54,796,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542488019
471,990,765,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542488020
472,86,259,Pluto's a planet.,1601542488020
473,345,951,Keep Summer safe.,1601542488021
474,429,455,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542488021
475,70,578,"You're our boy dog, don't even trip.",1601542488022
476,309,684,Get off the high road Summer. We all got pink eye because you wouldn't stop texting on the toilet.,1601542488022
477,908,455,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542488023
478,885,100,"I want that Mulan McNugget sauce, Morty!",1601542488023
479,165,286,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542488024
480,256,885,"Go home and drink, grandpa.",1601542488025
481,376,136,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542488025
482,387,898,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542488026
483,701,479,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542488026
484,126,949,"Aw, c'mon Rick. That doesn't seem so bad.",1601542488027
485,847,779,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542488027
486,229,174,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542488028
487,358,631,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542488028
488,377,331,I'm more than just a hammer.,1601542488029
489,165,588,I don't get it and I don't need to.,1601542488029
490,435,43,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542488030
491,206,828,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white.",1601542488030
492,555,775,"Hello Jerry, come to rub my face in urine again?",1601542488031
493,430,380,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542488031
494,293,525,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542488032
495,202,987,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542488032
496,730,555,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542488033
497,833,704,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542488033
498,803,873,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1601542488034
499,637,316,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542488034
500,913,583,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542488035
501,297,442,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542488036
502,733,492,"You're our boy dog, don't even trip.",1601542488037
503,350,94,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542488037
504,992,347,Keep Summer safe.,1601542488038
505,202,397,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1601542488038
506,160,488,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542488039
507,269,158,"Aww, gee, you got me there Rick.",1601542488039
508,742,688,That just sounds like slavery with extra steps.,1601542488040
509,736,390,"Where are my testicles, Summer?",1601542488041
510,649,888,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542488042
511,292,332,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542488043
512,201,697,I'm more than just a hammer.,1601542488044
513,607,969,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542488045
514,193,835,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542488046
515,439,871,"Aw, c'mon Rick. That doesn't seem so bad.",1601542488047
516,631,633,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542488048
517,256,653,"Oh Summer, haha first race war, huh?",1601542488049
518,975,789,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542488050
519,873,266,"Aww, gee, you got me there Rick.",1601542488051
520,48,252,Pluto's a planet.,1601542488052
521,550,794,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white.",1601542488053
522,408,91,HI! I'M MR MEESEEKS! LOOK AT ME!,1601542488054
523,941,565,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542488055
524,536,934,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542488055
525,599,592,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542488056
526,389,558,"You're our boy dog, don't even trip.",1601542488057
527,184,13,Don’t even trip dawg.,1601542488058
528,537,716,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1601542488059
529,658,677,"Oh Summer, haha first race war, huh?",1601542488060
530,951,150,"Little tip, Morty. Never clean DNA vials with your spit.",1601542488061
531,30,774,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542488062
532,94,763,"Let me out, what you see is not the same person as me. My life's a lie. I'm not who you're looking. Let me out. Set me free. I'm really old. This isn't me. My real body is slowly dieing in a vat. Is anybody listening? Can anyone understand? Stop looking at me like that and actually help me. Help me. Help me I'm gunna die.",1601542488063
533,421,681,"Let me out, what you see is not the same person as me. My life's a lie. I'm not who you're looking. Let me out. Set me free. I'm really old. This isn't me. My real body is slowly dieing in a vat. Is anybody listening? Can anyone understand? Stop looking at me like that and actually help me. Help me. Help me I'm gunna die.",1601542488064
534,266,874,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542488065
535,379,589,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542488066
536,697,81,"Ohh yea, you gotta get schwifty.",1601542488067
537,925,871,WUBBA LUBBA DUB DUBS!!!,1601542488068
538,95,909,I'm more than just a hammer.,1601542488069
539,460,238,Pluto's a planet.,1601542488070
540,862,613,"You're our boy dog, don't even trip.",1601542488071
541,658,671,I like what you got.,1601542488072
542,432,275,"Existence is pain to a meeseeks Jerry, and we will do anything to alleviate that pain.",1601542488072
543,917,923,Yo! What up my glip glops!,1601542488073
544,435,243,"You're our boy dog, don't even trip.",1601542488074
545,269,630,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1601542488075
546,707,199,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542488076
547,147,705,That just sounds like slavery with extra steps.,1601542488077
548,109,485,"What about the reality where Hitler cured cancer, Morty? The answer is: Don't think about it.",1601542488078
549,336,770,"You're our boy dog, don't even trip.",1601542488078
550,870,156,"This isn't Game of Thrones, Morty.",1601542488079
551,405,782,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542488079
552,15,450,"Hello Jerry, come to rub my face in urine again?",1601542488080
553,65,794,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542488080
554,653,80,That just sounds like slavery with extra steps.,1601542488081
555,703,443,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542488081
556,852,576,That just sounds like slavery with extra steps.,1601542488082
557,427,142,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1601542488082
558,18,944,That just sounds like slavery with extra steps.,1601542488083
559,876,309,"Aww, gee, you got me there Rick.",1601542488083
560,599,43,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542488084
561,358,746,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542488084
562,181,315,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542488085
563,991,962,I don't get it and I don't need to.,1601542488085
564,119,882,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542488086
565,48,464,"Well then get your shit together. Get it all together and put it in a backpack, all your shit, so it's together. ...and if you gotta take it somewhere, take it somewhere ya know? Take it to the shit store and sell it, or put it in a shit museum. I don't care what you do, you just gotta get it together... Get your shit together.",1601542488086
566,151,770,"You're our boy dog, don't even trip.",1601542488087
567,755,894,"Go home and drink, grandpa.",1601542488087
568,438,702,"What is my purpose. You pass butter. Oh My God. Yeah, Welcome to the club pal.",1601542488088
569,835,566,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542488088
570,202,256,"Snuffles was my slave name, you can call me snowball because my fur is pretty and white.",1601542488089
571,504,316,"Listen, I'm not the nicest guy in the universe, because I'm the smartest, and being nice is something stupid people do to hedge their bets.",1601542488089
572,211,758,WUBBA LUBBA DUB DUBS!!!,1601542488090
573,993,778,"I hate to break it to you, but what people call 'love' is just a chemical reaction that compels animals to breed. It hits hard Morty then it slowly fades leaving you stranded in a failing marriage. I did it. Your parents are going to do it. Break the cycle Morty, rise above, focus on science.",1601542488090
574,700,155,"Little tip, Morty. Never clean DNA vials with your spit.",1601542488091
575,174,47,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542488091
576,167,767,Yo! What up my glip glops!,1601542488092
577,838,283,"That's the difference between you and me, Morty. I never go back to the carpet store.",1601542488092
578,977,488,"Traditionally, science fairs are a father/son thing. Well, scientifically, traditions are an idiot thing.",1601542488093
579,706,279,So what if the most meaningful day in your life was a simulation operating at minimum complexity.,1601542488093
580,721,761,Weddings are basically funerals with cake.,1601542488094
581,12,662,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542488094
582,61,623,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542488095
583,650,905,"Aww, gee, you got me there Rick.",1601542488095
584,507,315,"It's a figure of speech, Morty! They're bureaucrats! I don't respect them. Just keep shooting, Morty! You have no idea what prison is like here!",1601542488096
585,689,572,"I want that Mulan McNugget sauce, Morty!",1601542488096
586,554,714,"Oh Summer, haha first race war, huh?",1601542488097
587,354,630,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542488097
588,49,736,"Aw, c'mon Rick. That doesn't seem so bad.",1601542488098
589,244,678,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542488098
590,804,15,WUBBA LUBBA DUB DUBS!!!,1601542488099
591,680,715,"This isn't Game of Thrones, Morty.",1601542488099
592,670,948,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542488100
593,501,172,Weddings are basically funerals with cake.,1601542488100
594,550,340,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542488101
595,907,317,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542488101
596,594,975,"You're like Hitler, except...Hitler cared about Germany, or something.",1601542488102
597,235,765,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542488102
598,979,767,"You're our boy dog, don't even trip.",1601542488103
599,953,593,"You're our boy dog, don't even trip.",1601542488103
600,480,757,"You're our boy dog, don't even trip.",1601542488104
601,574,701,"Little tip, Morty. Never clean DNA vials with your spit.",1601542488104
602,445,87,"Oh Summer, haha first race war, huh?",1601542488105
603,994,693,This sounds like something The One True Morty might say.,1601542488105
604,346,681,Weddings are basically funerals with cake.,1601542488106
605,815,777,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542488106
606,384,991,Keep Summer safe.,1601542488107
607,101,743,"You're our boy dog, don't even trip.",1601542488107
608,718,9,"This isn't Game of Thrones, Morty.",1601542488108
609,633,338,Keep Summer safe.,1601542488109
610,268,606,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542488110
611,740,417,Don’t even trip dawg.,1601542488111
612,870,281,"Let me out, what you see is not the same person as me. My life's a lie. I'm not who you're looking. Let me out. Set me free. I'm really old. This isn't me. My real body is slowly dieing in a vat. Is anybody listening? Can anyone understand? Stop looking at me like that and actually help me. Help me. Help me I'm gunna die.",1601542488112
613,70,779,"It's fine, everything is fine. Theres an infinite number of realities Morty and in a few dozen of those I got lucky and turned everything back to normal.",1601542488112
614,386,689,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542488113
615,408,380,Having a family doesn't mean that you stop being an individual.,1601542488114
616,552,697,This sounds like something The One True Morty might say.,1601542488115
617,881,662,I'm the devil. What should I do when I fail? Give myself an ice cream?,1601542488116
618,148,898,"Oh yeah, If you think my Rick is Dead, then he is alive. If you think you're safe, then he's coming for you.",1601542488117
619,215,714,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542488118
620,551,160,"Hello Jerry, come to rub my face in urine again?",1601542488119
621,881,409,Yo! What up my glip glops!,1601542488120
622,42,170,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542488121
623,852,514,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542488122
624,479,661,"No no, If I wanted to be sober, I wouldn’t have gotten drunk.",1601542488123
625,221,610,WUBBA LUBBA DUB DUBS!!!,1601542488123
626,757,604,"This isn't Game of Thrones, Morty.",1601542488124
627,864,857,"Aww, gee, you got me there Rick.",1601542488125
628,195,384,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1601542488126
629,683,468,"There is no god, Summer; gotta rip that band-aid off now you'll thank me later.",1601542488126
630,284,904,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542488127
631,603,606,"Meeseeks are not born into this world fumbling for meaning, Jerry! We are created to serve a single purpose, for which we go to any lengths to fulfill.",1601542488127
632,456,463,Don’t even trip dawg.,1601542488128
633,292,126,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1601542488129
634,187,687,Can somebody just let me out of here? If I die in a cage I lose a bet.,1601542488129
635,62,829,"Sometimes science is a lot more art, than science. A lot of people don't get that.",1601542488130
636,379,143,Nobody exists on purpose. Nobody belongs anywhere. Everybody is going to die.,1601542488131
637,914,634,"The first rule of space travel kids is always check out distress beacons. Nine out of ten times it's a ship full of dead aliens and a bunch of free shit! One out of ten times it's a deadly trap, but... I'm ready to roll those dice!",1601542488131
638,674,139,He's not a hot girl. He can't just bail on his life and set up shop in someone else's.,1601542488132
639,706,412,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542488132
640,329,324,"Oh, I'm sorry Morty, are you the scientist or are you the kid who wanted to get laid?",1601542488133
641,136,9,"Uncertainty is inherently unsustainable. Eventually, everything either is or isn't.",1601542488133
642,538,476,WUBBA LUBBA DUB DUBS!!!,1601542488134
643,108,255,That just sounds like slavery with extra steps.,1601542488134
644,382,956,Pluto's a planet.,1601542488135
645,744,466,I don't get it and I don't need to.,1601542488136
